case_id,case_type,network,baseline,accepted
case57:lawful_split:23,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:23,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:24,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:24,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:24,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:24,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:24,lawful_transform,case57,B4_id_only,False
case57:lawful_split:24,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:24,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:25,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:25,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:25,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:25,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:25,lawful_transform,case57,B4_id_only,False
case57:lawful_split:25,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:25,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:26,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:26,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:26,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:26,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:26,lawful_transform,case57,B4_id_only,False
case57:lawful_split:26,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:26,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:27,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:27,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:27,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:27,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:27,lawful_transform,case57,B4_id_only,False
case57:lawful_split:27,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:27,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:28,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:28,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:28,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:28,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:28,lawful_transform,case57,B4_id_only,False
case57:lawful_split:28,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:28,lawful_transform,case57,B6_full_PCC,False
case57:lawful_split:29,lawful_transform,case57,B0_no_validation,True
case57:lawful_split:29,lawful_transform,case57,B1_feature_only,True
case57:lawful_split:29,lawful_transform,case57,B2_schema_only,True
case57:lawful_split:29,lawful_transform,case57,B3_conservation_only,True
case57:lawful_split:29,lawful_transform,case57,B4_id_only,False
case57:lawful_split:29,lawful_transform,case57,B5_provenance_signature_without_semantics,True
case57:lawful_split:29,lawful_transform,case57,B6_full_PCC,False
